f2002bae-3b57-45b6-ac64-5eb4317c0e03,f67b18c1-9bb0-44b6-ab92-c85e74b9e11f,EU 36.5
f2002bae-3b57-45b6-ac64-5eb4317c0e03,f67b18c1-9bb0-44b6-ab92-c85e74b9e11f,EU 37.5
f2002bae-3b57-45b6-ac64-5eb4317c0e03,f67b18c1-9bb0-44b6-ab92-c85e74b9e11f,EU 38
f2002bae-3b57-45b6-ac64-5eb4317c0e03,f67b18c1-9bb0-44b6-ab92-c85e74b9e11f,EU 38.5
f2002bae-3b57-45b6-ac64-5eb4317c0e03,f67b18c1-9bb0-44b6-ab92-c85e74b9e11f,EU 39
f2002bae-3b57-45b6-ac64-5eb4317c0e03,f67b18c1-9bb0-44b6-ab92-c85e74b9e11f,EU 40
f2002bae-3b57-45b6-ac64-5eb4317c0e03,f67b18c1-9bb0-44b6-ab92-c85e74b9e11f,EU 40.5
f2002bae-3b57-45b6-ac64-5eb4317c0e03,f67b18c1-9bb0-44b6-ab92-c85e74b9e11f,EU 41
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 35.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 36
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 36.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 37.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 38
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 38.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 39
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 40
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 40.5
9ef8f8aa-7f4c-4069-a3c8-f0e188ff2377,5c7d6ac4-db8c-4e8c-93b3-5954e6f7932f,EU 41
